date,y,year,month,quarter,day_of_week,week_of_year,is_weekend,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,diff_1,diff_12,pct_change_1,pct_change_12,month_sin,month_cos,quarter_sin,quarter_cos
2010-11-01,827.2128712871287,2010,11,4,0,44,0,693.2831683168316,653.8920792079208,669.6485148514852,646.0138613861386,614.5009900990099,,724.7960396039604,90.85604016415401,686.7179867986798,72.1047044760215,,,133.92970297029706,,0.19318181818181834,,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
2010-12-01,937.5079207920792,2010,12,4,2,48,0,827.2128712871287,693.2831683168316,653.8920792079208,669.6485148514852,567.2316831683167,,819.3346534653465,122.3028297605358,737.926402640264,118.29575390307772,663.0833333333334,113.96010895731955,110.2950495049505,,0.1333333333333333,,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2011-01-01,608.8366336633663,2011,1,1,5,52,1,937.5079207920792,827.2128712871287,693.2831683168316,653.8920792079208,590.8663366336633,590.8663366336633,791.1858085808581,167.27123387224233,731.7301980198021,124.86418418586919,664.5808580858086,113.039200608927,-328.67128712871283,17.970297029703033,-0.350579744276748,0.03041347241422665,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2011-02-01,552.0118811881189,2011,2,1,1,5,0,608.8366336633663,937.5079207920792,827.2128712871287,693.2831683168316,630.2574257425742,535.7188118811881,699.4521452145215,208.11097361225976,712.1240924092409,144.286842240407,665.9386138613861,111.4371797007196,-56.824752475247465,16.29306930693076,-0.09333333333333327,0.03041347241422665,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2011-03-01,633.190099009901,2011,3,1,1,9,0,552.0118811881189,608.8366336633663,937.5079207920792,827.2128712871287,646.0138613861386,614.5009900990099,598.0128712871287,41.65742594259852,708.6737623762377,146.19277923824345,667.4960396039604,110.78161334293117,81.17821782178214,18.68910891089115,0.1470588235294117,0.03041347241422665,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2011-04-01,584.4831683168317,2011,4,2,4,13,0,633.190099009901,552.0118811881189,608.8366336633663,937.5079207920792,669.6485148514852,567.2316831683167,589.8950495049505,40.85880695365286,690.5404290429043,154.96784834775826,668.9336633663366,109.46631648236222,-48.70693069306935,17.251485148514917,-0.07692307692307698,0.03041347241422665,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0
2011-05-01,608.8366336633663,2011,5,2,6,17,1,584.4831683168317,633.190099009901,552.0118811881189,608.8366336633663,653.8920792079208,590.8663366336633,608.8366336633663,24.353465346533934,654.1443894389439,141.5085111397695,670.431188118812,108.41915857101084,24.353465346534676,17.970297029703033,0.04166666666666674,0.03041347241422665,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
2011-06-01,649.4257425742575,2011,6,2,2,22,0,608.8366336633663,584.4831683168317,633.190099009901,552.0118811881189,693.2831683168316,630.2574257425742,614.2485148514851,32.80778613821756,606.130693069307,34.69518156122435,672.0285478547854,107.91348902930424,40.58910891089113,19.168316831683228,0.06666666666666665,0.03041347241422665,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2011-07-01,665.6613861386139,2011,7,3,4,26,0,649.4257425742575,608.8366336633663,584.4831683168317,633.190099009901,827.2128712871287,646.0138613861386,641.3079207920792,29.269222680721725,615.6014851485148,42.46689064435853,673.6658415841584,107.63158556620078,16.23564356435645,19.647524752475306,0.02499999999999991,0.03041347241422665,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16
2011-08-01,690.0148514851486,2011,8,3,0,31,0,665.6613861386139,649.4257425742575,608.8366336633663,584.4831683168317,937.5079207920792,669.6485148514852,668.3673267326734,20.429403476826394,638.6019801980199,38.30602753503877,675.3630363036303,107.72301429555102,24.353465346534676,20.366336633663423,0.03658536585365857,0.03041347241422665,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2011-09-01,673.7792079207921,2011,9,3,3,35,0,690.0148514851486,665.6613861386139,649.4257425742575,608.8366336633663,608.8366336633663,653.8920792079208,676.4851485148515,12.400177598330512,645.3668316831684,40.67020611244677,677.020297029703,107.5154425502278,-16.23564356435645,19.887128712871345,-0.02352941176470591,0.03041347241422665,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2011-10-01,714.3683168316832,2011,10,4,5,39,1,673.7792079207921,690.0148514851486,665.6613861386139,649.4257425742575,552.0118811881189,693.2831683168316,692.720792079208,20.429403476826444,667.0143564356437,36.09160801761441,678.777392739274,107.97668907985354,40.589108910891014,21.08514851485154,0.06024096385542155,0.03041347241422665,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2011-11-01,852.3712871287129,2011,11,4,1,44,0,714.3683168316832,673.7792079207921,690.0148514851486,665.6613861386139,633.190099009901,827.2128712871287,746.8396039603962,93.61928783535237,707.6034653465348,74.29765891653912,680.8739273927393,111.31348959257684,138.00297029702972,25.1584158415842,0.19318181818181812,0.030413472414226428,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
2011-12-01,966.020792079208,2011,12,4,3,48,0,852.3712871287129,714.3683168316832,673.7792079207921,690.0148514851486,584.4831683168317,937.5079207920792,844.2534653465347,126.02248349963979,760.3693069306931,121.89353855112928,683.25,117.42603158741524,113.64950495049516,28.51287128712886,0.13333333333333353,0.03041347241422665,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2012-01-01,621.089108910891,2012,1,1,6,52,1,966.020792079208,852.3712871287129,714.3683168316832,673.7792079207921,608.8366336633663,608.8366336633663,813.1603960396038,175.77709463503362,752.940594059406,129.91415808349035,684.2710396039605,116.77161815309823,-344.931683168317,12.252475247524671,-0.357064450368512,0.020124405415294477,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2012-02-01,563.120792079208,2012,2,1,2,5,0,621.089108910891,966.020792079208,852.3712871287129,714.3683168316832,649.4257425742575,552.0118811881189,716.7435643564357,217.81743188950182,731.7915841584158,150.84871015639305,685.1967821782179,115.66657895775622,-57.96831683168307,11.108910891089067,-0.09333333333333316,0.020124405415294477,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2012-03-01,645.9326732673268,2012,3,1,3,9,0,563.120792079208,621.089108910891,966.020792079208,852.3712871287129,665.6613861386139,633.190099009901,610.0475247524752,42.49575687082476,727.150495049505,153.39735676549623,686.2586633663367,115.2032892602558,82.81188118811883,12.742574257425758,0.1470588235294117,0.020124405415294477,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2012-04-01,596.2455445544554,2012,4,2,6,13,1,645.9326732673268,563.120792079208,621.089108910891,966.020792079208,690.0148514851486,584.4831683168317,601.7663366336634,41.6810661495732,707.4633663366336,162.66589628780883,687.2388613861385,114.30515661953379,-49.68712871287141,11.762376237623698,-0.0769230769230771,0.020124405415294477,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0
2012-05-01,621.089108910891,2012,5,2,1,18,0,596.2455445544554,645.9326732673268,563.120792079208,621.089108910891,673.7792079207921,608.8366336633663,621.089108910891,24.843564356434616,668.9163366336634,148.22141202917732,688.259900990099,113.59366471857103,24.84356435643565,12.252475247524671,0.04166666666666674,0.020124405415294477,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
2012-06-01,662.4950495049505,2012,6,2,4,22,0,621.089108910891,596.2455445544554,645.9326732673268,563.120792079208,714.3683168316832,649.4257425742575,626.6099009900989,33.468023327241085,618.3287128712872,35.393401460919286,689.3490099009902,113.24961533938051,41.40594059405953,13.069306930693074,0.06666666666666687,0.020124405415294477,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2012-07-01,679.0574257425743,2012,7,3,6,26,1,662.4950495049505,621.089108910891,596.2455445544554,645.9326732673268,852.3712871287129,665.6613861386139,654.2138613861385,29.858248384138836,627.990099009901,43.32151156841229,690.4653465346536,113.06075913375882,16.562376237623766,13.39603960396039,0.02499999999999991,0.020124405415294477,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16
2012-08-01,703.90099009901,2012,8,3,2,31,0,679.0574257425743,662.4950495049505,621.089108910891,596.2455445544554,966.020792079208,690.0148514851486,681.8178217821783,20.840533074786368,651.4534653465347,39.07691356300304,691.6225247524753,113.12677227139524,24.84356435643565,13.886138613861363,0.03658536585365857,0.020124405415294477,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2012-09-01,687.3386138613862,2012,9,3,5,35,1,703.90099009901,679.0574257425743,662.4950495049505,621.089108910891,621.089108910891,673.7792079207921,690.0990099009902,12.649723799540565,658.3544554455445,41.48866982857697,692.7524752475247,112.99999160478534,-16.562376237623766,13.559405940594047,-0.02352941176470591,0.020124405415294477,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2012-10-01,728.7445544554455,2012,10,4,0,40,0,687.3386138613862,703.90099009901,679.0574257425743,662.4950495049505,563.120792079208,714.3683168316832,706.6613861386139,20.840533074786475,680.4376237623762,36.81793016945045,693.9504950495049,113.32573376633621,41.4059405940593,14.376237623762336,0.06024096385542155,0.020124405415294477,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2012-11-01,869.5247524752475,2012,11,4,3,44,0,728.7445544554455,687.3386138613862,703.90099009901,679.0574257425743,645.9326732673268,852.3712871287129,761.8693069306931,95.50332033844205,721.8435643564356,75.79285512598265,695.3799504950495,115.59120510095887,140.78019801980201,17.15346534653463,0.19318181818181834,0.020124405415294477,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
2012-12-01,985.4613861386138,2012,12,4,5,48,1,869.5247524752475,728.7445544554455,687.3386138613862,703.90099009901,596.2455445544554,966.020792079208,861.2435643564355,128.55861104902854,775.6712871287128,124.3465735384369,697.0,119.78916065338952,115.93663366336625,19.440594059405726,0.1333333333333333,0.020124405415294255,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2013-01-01,631.559405940594,2013,1,1,1,1,0,985.4613861386138,869.5247524752475,728.7445544554455,687.3386138613862,621.089108910891,621.089108910891,828.8485148514851,180.42330816011125,767.7549504950495,132.9423465470676,697.8725247524753,119.22276532230076,-353.9019801980197,10.470297029703033,-0.3591231327538188,0.016857962697274242,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2013-02-01,572.6138613861386,2013,2,1,4,5,0,631.559405940594,985.4613861386138,869.5247524752475,728.7445544554455,662.4950495049505,563.120792079208,729.8782178217822,223.295121421982,745.8737623762377,154.59517170119574,698.6636138613861,118.27507956539093,-58.94554455445541,9.493069306930693,-0.09333333333333327,0.01685796269727402,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2013-03-01,656.8217821782179,2013,3,1,4,9,0,572.6138613861386,631.559405940594,985.4613861386138,869.5247524752475,679.0574257425743,645.9326732673268,620.3316831683169,43.212148754945524,740.7876237623763,157.3829814790324,699.5710396039603,117.87483524836613,84.20792079207922,10.889108910891082,0.1470588235294117,0.01685796269727402,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2013-04-01,606.2970297029702,2013,4,2,0,14,0,656.8217821782179,572.6138613861386,631.559405940594,985.4613861386138,703.90099009901,596.2455445544554,611.910891089109,42.38372400790531,720.379702970297,166.90763869993066,700.4086633663366,117.107063782794,-50.524752475247624,10.051485148514871,-0.0769230769230771,0.01685796269727402,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0
2013-05-01,631.559405940594,2013,5,2,2,18,0,606.2970297029702,656.8217821782179,572.6138613861386,631.559405940594,687.3386138613862,621.089108910891,631.559405940594,25.262376237622544,680.7188118811881,151.98531571349284,701.2811881188119,116.49978587644887,25.262376237623812,10.470297029703033,0.04166666666666674,0.016857962697274242,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
2013-06-01,673.6633663366337,2013,6,2,5,22,1,631.559405940594,606.2970297029702,656.8217821782179,572.6138613861386,728.7445544554455,662.4950495049505,637.1732673267327,34.03222601604302,628.7524752475248,35.99006210247653,702.2118811881188,116.20600299710314,42.10396039603961,11.168316831683114,0.06666666666666665,0.01685796269727402,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2013-07-01,690.5049504950496,2013,7,3,0,27,0,673.6633663366337,631.559405940594,606.2970297029702,656.8217821782179,869.5247524752475,679.0574257425743,665.2425742574258,30.36159762160428,638.5767326732674,44.05182399442169,703.1658415841584,116.04551982743523,16.841584158415912,11.44752475247526,0.025000000000000133,0.01685796269727402,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16
2013-08-01,715.7673267326733,2013,8,3,3,31,0,690.5049504950496,673.6633663366337,631.559405940594,606.2970297029702,985.4613861386138,703.90099009901,693.3118811881187,21.191862003951936,662.4356435643565,39.73567071417245,704.154702970297,116.10289801986923,25.262376237623698,11.866336633663309,0.03658536585365835,0.01685796269727402,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2013-09-01,698.9257425742575,2013,9,3,6,35,1,715.7673267326733,690.5049504950496,673.6633663366337,631.559405940594,631.559405940594,687.3386138613862,701.7326732673267,12.862972371483204,669.4529702970298,42.188084276906416,705.120297029703,115.9984658699445,-16.8415841584158,11.587128712871277,-0.0235294117647058,0.01685796269727402,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2013-10-01,741.029702970297,2013,10,4,1,40,0,698.9257425742575,715.7673267326733,690.5049504950496,673.6633663366337,572.6138613861386,728.7445544554455,718.5742574257425,21.191862003952128,691.9084158415841,37.43860546283786,706.1440594059405,116.27979100164164,42.1039603960395,12.285148514851471,0.06024096385542155,0.01685796269727402,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2013-11-01,884.1831683168316,2013,11,4,4,44,0,741.029702970297,698.9257425742575,715.7673267326733,690.5049504950496,656.8217821782179,869.5247524752475,774.7128712871287,97.11331175017324,734.0123762376238,77.07056825041651,707.3655940594059,118.21308011779627,143.15346534653463,14.658415841584088,0.19318181818181812,0.01685796269727402,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
2013-12-01,1002.0742574257424,2013,12,4,6,48,1,884.1831683168316,741.029702970297,698.9257425742575,715.7673267326733,606.2970297029702,985.4613861386138,875.7623762376237,130.7258473185065,788.7475247524752,126.4428034366819,708.75,121.80856185522208,117.89108910891082,16.612871287128655,0.1333333333333333,0.01685796269727402,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2014-01-01,655.3217821782177,2014,1,1,2,1,0,1002.0742574257424,884.1831683168316,741.029702970297,698.9257425742575,631.559405940594,631.559405940594,847.1930693069306,176.31086279961036,782.8836633663367,132.57709369817096,710.7301980198021,120.62704189194378,-346.75247524752467,23.762376237623698,-0.34603471018036847,0.03762492651381533,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2014-02-01,594.1584158415842,2014,2,1,5,5,1,655.3217821782177,1002.0742574257424,884.1831683168316,741.029702970297,673.6633663366337,572.6138613861386,750.5181518151816,219.98998851736653,762.615511551155,152.66385126113144,712.5255775577558,118.52651904818875,-61.163366336633544,21.544554455445564,-0.09333333333333316,0.03762492651381533,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2014-03-01,681.5346534653465,2014,3,1,5,9,1,594.1584158415842,655.3217821782177,1002.0742574257424,884.1831683168316,690.5049504950496,656.8217821782179,643.6716171617162,44.83800267635452,759.71699669967,154.27155794568165,714.5849834983497,117.68236278488467,87.37623762376234,24.712871287128678,0.1470588235294117,0.03762492651381533,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2014-04-01,629.1089108910891,2014,4,2,1,14,0,681.5346534653465,594.1584158415842,655.3217821782177,1002.0742574257424,715.7673267326733,606.2970297029702,634.93399339934,43.978408509084694,741.0635313531353,163.47483871837068,716.4859735973597,115.94553443431899,-52.42574257425747,22.811881188118832,-0.07692307692307698,0.03762492651381555,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0
2014-05-01,655.3217821782177,2014,5,2,3,18,0,629.1089108910891,681.5346534653465,594.1584158415842,655.3217821782177,698.9257425742575,631.559405940594,655.3217821782177,26.212871287127644,702.9199669966996,149.50514541383473,718.4661716171616,114.55785307611055,26.212871287128678,23.762376237623698,0.04166666666666652,0.03762492651381533,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
2014-06-01,699.009900990099,2014,6,2,6,22,1,655.3217821782177,629.1089108910891,681.5346534653465,594.1584158415842,741.029702970297,673.6633663366337,661.1468646864686,35.31268601899838,652.4092409240924,37.34418554430994,720.5783828382837,113.8883969611886,43.68811881188128,25.34653465346537,0.06666666666666687,0.03762492651381533,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2014-07-01,716.4851485148515,2014,7,3,1,27,0,699.009900990099,655.3217821782177,629.1089108910891,681.5346534653465,884.1831683168316,690.5049504950496,690.2722772277228,31.503950500959316,662.6031353135314,45.709270635011436,722.743399339934,113.51104562319293,17.47524752475249,25.980198019801946,0.02499999999999991,0.03762492651381533,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16
2014-08-01,742.6980198019802,2014,8,3,4,31,0,716.4851485148515,699.009900990099,655.3217821782177,629.1089108910891,1002.0742574257424,715.7673267326733,719.3976897689769,21.989204254541548,687.3597359735974,41.23072240477055,724.9876237623762,113.6267474244429,26.212871287128678,26.930693069306926,0.03658536585365857,0.03762492651381533,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2014-09-01,725.2227722772277,2014,9,3,0,36,0,742.6980198019802,716.4851485148515,699.009900990099,655.3217821782177,655.3217821782177,698.9257425742575,728.1353135313531,13.346940761709467,694.6410891089109,43.77540784758386,727.1790429042903,113.33162154504942,-17.47524752475249,26.297029702970235,-0.02352941176470591,0.03762492651381533,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2014-10-01,768.9108910891089,2014,10,4,2,40,0,725.2227722772277,742.6980198019802,716.4851485148515,699.009900990099,594.1584158415842,741.029702970297,745.6105610561057,21.989204254541622,717.9414191419141,38.84723024215709,729.5024752475247,113.92563251235711,43.68811881188117,27.881188118811906,0.06024096385542177,0.03762492651381555,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2014-11-01,917.4504950495048,2014,11,4,5,44,1,768.9108910891089,725.2227722772277,742.6980198019802,716.4851485148515,681.5346534653465,884.1831683168316,803.8613861386139,100.76719296828662,761.6295379537954,79.97034271721648,732.2747524752475,118.35065858537162,148.53960396039588,33.267326732673155,0.1931818181818179,0.03762492651381533,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
2014-12-01,1039.7772277227723,2014,12,4,0,49,0,917.4504950495048,768.9108910891089,725.2227722772277,742.6980198019802,629.1089108910891,1002.0742574257424,908.7128712871287,135.64439771732145,818.424092409241,131.20020462418796,735.4166666666666,126.39160004377837,122.32673267326754,37.70297029702988,0.13333333333333353,0.03762492651381555,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2015-01-01,672.4009900990098,2015,1,1,3,1,0,1039.7772277227723,917.4504950495048,768.9108910891089,725.2227722772277,655.3217821782177,655.3217821782177,876.542904290429,187.07324295294552,811.0767326732672,139.05018117399624,736.8399339933993,125.50069861136673,-367.37623762376245,17.0792079207921,-0.3533220653700574,0.02606232294617561,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2015-02-01,609.6435643564357,2015,2,1,6,5,1,672.4009900990098,1039.7772277227723,917.4504950495048,768.9108910891089,699.009900990099,594.1584158415842,773.940594059406,232.34986651505042,788.9009900990098,161.01171137188157,738.1303630363036,123.97052333397325,-62.75742574257413,15.485148514851517,-0.09333333333333316,0.02606232294617561,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2015-03-01,699.2970297029702,2015,3,1,6,9,1,609.6435643564357,672.4009900990098,1039.7772277227723,917.4504950495048,716.4851485148515,681.5346534653465,660.4471947194719,46.00658518236671,784.5800330033003,163.39264748872233,739.6105610561057,123.33776934407511,89.65346534653452,17.762376237623698,0.14705882352941146,0.02606232294617561,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2015-04-01,645.5049504950495,2015,4,2,2,14,0,699.2970297029702,609.6435643564357,672.4009900990098,1039.7772277227723,742.6980198019802,629.1089108910891,651.4818481848184,45.12458799430682,764.0123762376237,173.23046602964212,740.976897689769,122.08681991063669,-53.79207920792078,16.39603960396039,-0.07692307692307687,0.02606232294617561,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0
2015-05-01,672.4009900990098,2015,5,2,4,18,0,645.5049504950495,699.2970297029702,609.6435643564357,672.4009900990098,725.2227722772277,655.3217821782177,672.4009900990098,26.896039603958673,723.1707920792079,158.0412298044598,742.4001650165015,121.0929979076238,26.89603960396039,17.0792079207921,0.04166666666666674,0.02606232294617561,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
2015-06-01,717.2277227722773,2015,6,2,0,23,0,672.4009900990098,645.5049504950495,699.2970297029702,609.6435643564357,768.9108910891089,699.009900990099,678.3778877887788,36.23301664612202,669.4125412541254,38.317461768128126,743.9183168316831,120.6128046051286,44.82673267326743,18.217821782178248,0.06666666666666687,0.02606232294617561,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2015-07-01,735.1584158415842,2015,7,3,2,27,0,717.2277227722773,672.4009900990098,645.5049504950495,699.2970297029702,917.4504950495048,716.4851485148515,708.2623762376237,32.325016632995386,679.8721122112211,46.90056040793561,745.4744224422442,120.34686027073666,17.930693069306926,18.673267326732685,0.02499999999999991,0.02606232294617561,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16
2015-08-01,762.0544554455446,2015,8,3,5,31,1,735.1584158415842,717.2277227722773,672.4009900990098,645.5049504950495,1039.7772277227723,742.6980198019802,738.1468646864687,22.562293997152693,705.2739273927392,42.30529080738817,747.0874587458746,120.4359509134265,26.89603960396039,19.356435643564396,0.03658536585365857,0.02606232294617561,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2015-09-01,744.1237623762377,2015,9,3,1,36,0,762.0544554455446,735.1584158415842,717.2277227722773,672.4009900990098,672.4009900990098,725.2227722772277,747.112211221122,13.69479304218445,712.7450495049505,44.91629666400848,748.6625412541254,120.24745295338414,-17.930693069306926,18.90099009900996,-0.02352941176470591,0.02606232294617561,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2015-10-01,788.9504950495049,2015,10,4,3,40,0,744.1237623762377,762.0544554455446,735.1584158415842,717.2277227722773,609.6435643564357,768.9108910891089,765.042904290429,22.562293997152878,736.6526402640264,39.85967930229297,750.332508250825,120.69254983118266,44.8267326732672,20.039603960395993,0.06024096385542155,0.02606232294617561,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2015-11-01,941.361386138614,2015,11,4,6,44,1,788.9504950495049,744.1237623762377,762.0544554455446,735.1584158415842,699.2970297029702,917.4504950495048,824.811881188119,103.393420093806,781.4793729372938,82.05455561522922,752.3250825082508,123.8582671963275,152.4108910891091,23.910891089109214,0.19318181818181834,0.026062322946176053,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
2015-12-01,1066.8762376237623,2015,12,4,1,49,0,941.361386138614,788.9504950495049,744.1237623762377,762.0544554455446,645.5049504950495,1039.7772277227723,932.3960396039605,139.1796058164701,839.7541254125413,134.61958672770805,754.5833333333334,129.6856587418032,125.51485148514837,27.09900990099004,0.13333333333333308,0.02606232294617561,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2016-01-01,690.9653465346535,2016,1,1,4,53,0,1066.8762376237623,941.361386138614,788.9504950495049,744.1237623762377,672.4009900990098,672.4009900990098,899.7343234323433,191.38144834862095,832.3886138613861,142.4671887492375,756.1303630363037,128.72333334087992,-375.9108910891089,18.564356435643617,-0.35234723375821886,0.027609055770292823,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
2016-02-01,626.4752475247525,2016,2,1,0,5,0,690.9653465346535,1066.8762376237623,941.361386138614,788.9504950495049,717.2277227722773,609.6435643564357,794.7722772277228,237.84483842409495,809.7920792079208,164.8479903890264,757.53300330033,127.06301944116854,-64.49009900990097,16.831683168316772,-0.09333333333333327,0.0276090557702926,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
