year,month,quarter,day_of_week,week_of_year,is_weekend,y,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,rolling_mean_12,rolling_std_12,diff_1,diff_12,pct_change_1,pct_change_12,month_sin,month_cos,quarter_sin,quarter_cos,day_of_month,day_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,week_of_month,day_of_year_sin,day_of_year_cos,day_of_week_sin,day_of_week_cos,lag_1d,lag_7d,lag_14d,lag_30d,lag_4w,lag_8w,lag_12w,lag_3m,lag_6m,lag_12m,rolling_mean_7d,rolling_std_7d,rolling_mean_14d,rolling_std_14d,rolling_mean_30d,rolling_std_30d,rolling_mean_4w,rolling_std_4w,rolling_mean_8w,rolling_std_8w,rolling_mean_12w,rolling_std_12w,rolling_mean_3m,rolling_std_3m,rolling_mean_6m,rolling_std_6m,rolling_mean_12m,rolling_std_12m,pct_change_1w,diff_1w,pct_change_1m,diff_1m,pct_change_1y,diff_1y,momentum_30d,momentum_90d,yoy_change,index
2015,11,4,0,49,0,9618.935643564357,8061.584158415841,7603.539603960397,7786.757425742575,7511.930693069307,7145.495049504951,,8428.019801980197,1056.4854990811068,7985.2433993399345,838.4426016895678,7420.321782178217,905.95608715043,1557.351485148516,,0.19318181818181834,,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,30,334,0,1,0,0,5,-0.5086709438521042,0.8609610158889945,0.0,1.0,8061.584158415841,6595.841584158416,,,,,,,,,7826.018387553041,873.6646348893822,7420.321782178217,905.95608715043,7420.321782178217,905.95608715043,7420.321782178217,905.95608715043,7420.321782178217,905.95608715043,7420.321782178217,905.95608715043,7420.321782178217,905.95608715043,7420.321782178217,905.95608715043,7420.321782178217,905.95608715043,0.4583333333333335,3023.094059405941,,,,,,,,2015-11-30
2015,12,4,3,53,0,10901.460396039603,9618.935643564357,8061.584158415841,7603.539603960397,7786.757425742575,6595.841584158416,,9527.326732673268,1422.1527364073868,8580.701320132013,1375.5579527312132,7710.416666666667,1325.1425262380287,1282.5247524752467,,0.1333333333333333,,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,31,365,0,1,0,1,5,6.432490598706546e-16,1.0,0.43388373911755823,-0.900968867902419,9618.935643564357,6870.668316831683,,,,,,,,,8401.845827439887,1341.91085594315,7710.416666666667,1325.1425262380287,7710.416666666667,1325.1425262380287,7710.416666666667,1325.1425262380287,7710.416666666667,1325.1425262380287,7710.416666666667,1325.1425262380287,7710.416666666667,1325.1425262380287,7710.416666666667,1325.1425262380287,7710.416666666667,1325.1425262380287,0.5866666666666667,4030.7920792079203,,,,,,,,2015-12-31
2016,1,1,6,4,1,7269.4306930693065,10901.460396039603,9618.935643564357,8061.584158415841,7603.539603960397,6870.668316831683,6870.668316831683,9263.275577557755,1841.9501900780317,8540.284653465345,1416.203189451936,7743.64686468647,1307.0462970315712,-3632.029702970297,398.76237623762336,-0.33316909579287,0.05803836800864626,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,31,31,0,1,0,0,5,0.5086709438521044,0.8609610158889943,-0.7818314824680299,0.6234898018587334,10901.460396039603,7328.712871287129,,,,,,,,,8393.37694483734,1349.9750684704695,7676.494668697639,1274.6090697052443,7676.494668697639,1274.6090697052443,7676.494668697639,1274.6090697052443,7676.494668697639,1274.6090697052443,7676.494668697639,1274.6090697052443,7676.494668697639,1274.6090697052443,7676.494668697639,1274.6090697052443,7676.494668697639,1274.6090697052443,-0.008089029991894203,-59.28217821782255,,,,,,,,2016-01-31
2016,2,1,0,9,0,6590.950495049506,7269.4306930693065,10901.460396039603,9618.935643564357,8061.584158415841,7328.712871287129,6229.40594059406,8253.94719471947,2317.7744623128315,8340.983498349835,1613.8111441388762,7773.775577557756,1272.6836613567982,-678.4801980198008,361.5445544554459,-0.09333333333333316,0.05803836800864626,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,29,60,0,1,0,0,5,0.8587639582758029,0.5123714121284237,0.0,1.0,7269.4306930693065,7511.930693069307,,,,,,,,,8261.808345120227,1488.019805539636,7598.955799151344,1258.5025794347998,7598.955799151344,1258.5025794347998,7598.955799151344,1258.5025794347998,7598.955799151344,1258.5025794347998,7598.955799151344,1258.5025794347998,7598.955799151344,1258.5025794347998,7598.955799151344,1258.5025794347998,7598.955799151344,1258.5025794347998,-0.12260232896843959,-920.9801980198017,,,,,,,,2016-02-29
2016,3,1,3,13,0,7560.207920792079,6590.950495049506,7269.4306930693065,10901.460396039603,9618.935643564357,7511.930693069307,7145.495049504951,7140.196369636964,497.384280113529,8333.761551155116,1617.8631654589847,7808.33498349835,1259.6357053582979,969.2574257425731,414.7128712871281,0.14705882352941146,0.05803836800864626,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31,91,0,1,0,1,5,0.9999907397361901,0.004303538296244289,0.43388373911755823,-0.900968867902419,6590.950495049506,7786.757425742575,6870.668316831683,,,,,,,,8229.444130127298,1502.467710834436,7648.208628005658,1241.1815281863887,7596.372607260726,1212.76469737081,7596.372607260726,1212.76469737081,7596.372607260726,1212.76469737081,7596.372607260726,1212.76469737081,7596.372607260726,1212.76469737081,7596.372607260726,1212.76469737081,7596.372607260726,1212.76469737081,-0.029094203474418823,-226.54950495049616,,,,,,,,2016-03-31
2016,4,2,5,17,1,6978.653465346534,7560.207920792079,6590.950495049506,7269.4306930693065,10901.460396039603,7786.757425742575,6595.841584158416,7043.270627062707,487.84887263422314,8153.2731023102315,1711.9688677573363,7840.23597359736,1230.6510587503412,-581.5544554455446,382.8118811881186,-0.07692307692307698,0.05803836800864626,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,30,121,0,1,0,0,5,0.8717063187093218,-0.49002866642905923,-0.9749279121818236,-0.2225209339563146,7560.207920792079,7603.539603960397,6229.40594059406,,,,,,,,8140.17468175389,1563.190802116868,7701.72630834512,1190.4141385816622,7557.765160891089,1181.7755944986347,7557.765160891089,1181.7755944986347,7557.765160891089,1181.7755944986347,7557.765160891089,1181.7755944986347,7557.765160891089,1181.7755944986347,7557.765160891089,1181.7755944986347,7557.765160891089,1181.7755944986347,-0.08218358437804185,-624.8861386138624,,,,,,,,2016-04-30
2016,5,2,1,22,0,7269.4306930693065,6978.653465346534,7560.207920792079,6590.950495049506,7269.4306930693065,7603.539603960397,6870.668316831683,7269.4306930693065,290.7772277227925,7761.68894389439,1572.7154111062507,7873.466171617162,1207.2518976036629,290.7772277227723,398.76237623762336,0.04166666666666674,0.05803836800864626,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31,152,0,1,0,0,5,0.5012418134457758,-0.865307254363206,0.7818314824680298,0.6234898018587336,6978.653465346534,8061.584158415841,7145.495049504951,,,,,,,,8027.0099009901,1598.1117844282792,7710.578854314003,1186.4136266999253,7540.80430984275,1146.384253415447,7540.80430984275,1146.384253415447,7540.80430984275,1146.384253415447,7540.80430984275,1146.384253415447,7540.80430984275,1146.384253415447,7540.80430984275,1146.384253415447,7540.80430984275,1146.384253415447,-0.09826275453808553,-792.1534653465342,,,,,,,,2016-05-31
2016,6,2,3,26,0,7754.059405940594,7269.4306930693065,6978.653465346534,7560.207920792079,6590.950495049506,8061.584158415841,7328.712871287129,7334.047854785477,391.7207249665782,7237.122112211221,414.2559823071058,7908.911716171617,1195.995354386988,484.62871287128746,425.3465346534649,0.06666666666666665,0.05803836800864626,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,30,182,0,1,0,1,5,0.008606996888688698,-0.9999629591162655,0.43388373911755823,-0.900968867902419,7269.4306930693065,9618.935643564357,6595.841584158416,,,,,,,,7760.599009900989,1435.6890747310235,7793.308698727015,1142.2628356352043,7552.651815181519,1113.2913814130136,7552.651815181519,1113.2913814130136,7552.651815181519,1113.2913814130136,7552.651815181519,1113.2913814130136,7552.651815181519,1113.2913814130136,7552.651815181519,1113.2913814130136,7552.651815181519,1113.2913814130136,-0.1938755291362695,-1864.8762376237628,,,,,,,,2016-06-30
2016,7,3,6,30,1,7947.910891089109,7754.059405940594,7269.4306930693065,6978.653465346534,7560.207920792079,9618.935643564357,7511.930693069307,7657.133663366337,349.4707347639236,7350.202145214523,507.04918400163456,7945.2433993399345,1189.443753623998,193.85148514851517,435.9801980198017,0.025000000000000133,0.05803836800864626,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,31,213,0,1,0,0,5,-0.5012418134457756,-0.8653072543632061,-0.7818314824680299,0.6234898018587334,7754.059405940594,10901.460396039603,6870.668316831683,,,,,,,,7338.663366336633,463.876132629409,7870.2545968882605,1111.1907743123465,7573.454924439812,1085.7180936067232,7573.454924439812,1085.7180936067232,7573.454924439812,1085.7180936067232,7573.454924439812,1085.7180936067232,7573.454924439812,1085.7180936067232,7573.454924439812,1085.7180936067232,7573.454924439812,1085.7180936067232,-0.27093154473353775,-2953.5495049504943,,,,,,,,2016-07-31
2016,8,3,2,35,0,8238.688118811882,7947.910891089109,7754.059405940594,7269.4306930693065,6978.653465346534,10901.460396039603,7786.757425742575,7980.219471947195,243.92443631712524,7624.8250825082505,457.36901640962867,7982.904290429043,1191.122952219076,290.7772277227732,451.9306930693074,0.03658536585365857,0.05803836800864626,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,31,244,0,1,0,0,5,-0.8717063187093218,-0.4900286664290594,0.9749279121818236,-0.22252093395631434,7947.910891089109,7269.4306930693065,7328.712871287129,,,,,,,,7477.1287128712875,571.8579697242677,7935.2528288543135,1103.6656829788544,7606.716584158416,1067.17818915809,7606.716584158416,1067.17818915809,7606.716584158416,1067.17818915809,7606.716584158416,1067.17818915809,7606.716584158416,1067.17818915809,7606.716584158416,1067.17818915809,7606.716584158416,1067.17818915809,0.13333333333333353,969.2574257425758,,,,,,,,2016-08-31
2016,9,3,4,39,0,8044.836633663367,8238.688118811882,7947.910891089109,7754.059405940594,7269.4306930693065,7269.4306930693065,7603.539603960397,8077.1452145214525,148.05651737881016,7705.596534653466,485.5970029732779,8019.679042904289,1185.142961115494,-193.85148514851517,441.2970297029706,-0.02352941176470591,0.05803836800864626,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,30,274,0,1,0,1,5,-0.9999907397361901,0.004303538296243821,-0.433883739117558,-0.9009688679024191,8238.688118811882,6590.950495049506,7511.930693069307,,,,,,,,7684.8267326732675,446.6804231967956,7973.3175388967475,1097.1128294380946,7627.579443658652,1044.5411720373024,7627.579443658652,1044.5411720373024,7627.579443658652,1044.5411720373024,7627.579443658652,1044.5411720373024,7627.579443658652,1044.5411720373024,7627.579443658652,1044.5411720373024,7627.579443658652,1044.5411720373024,0.22058823529411753,1453.8861386138615,,,,,,,,2016-09-30
2016,10,4,0,44,0,8529.465346534653,8044.836633663367,8238.688118811882,7947.910891089109,7754.059405940594,6590.950495049506,8061.584158415841,8270.996699669968,243.92443631712234,7964.065181518152,430.9291336607246,8058.669141914191,1194.307921461062,484.62871287128564,467.88118811881213,0.06024096385542155,0.05803836800864626,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,31,305,0,1,0,0,5,-0.858763958275803,0.5123714121284235,0.0,1.0,8044.836633663367,7560.207920792079,7786.757425742575,,,,,,,,7823.292079207921,541.7281571074014,8026.368104667608,1105.3238272264703,7668.574257425743,1037.3443827940127,7668.574257425743,1037.3443827940127,7668.574257425743,1037.3443827940127,7668.574257425743,1037.3443827940127,7668.574257425743,1037.3443827940127,7668.574257425743,1037.3443827940127,7668.574257425743,1037.3443827940127,0.1282051282051282,969.257425742574,,,,,,,,2016-10-31
2016,11,4,2,48,0,10177.202970297029,8529.465346534653,8044.836633663367,8238.688118811882,7947.910891089109,7560.207920792079,9618.935643564357,8917.168316831683,1117.8021932725749,8448.69389438944,887.1044419605505,8105.191419141914,1269.1395683117692,1647.7376237623757,558.2673267326718,0.19318181818181812,0.05803836800864626,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,30,335,0,1,0,0,5,-0.4937755501599774,0.8695893893466109,0.9749279121818236,-0.22252093395631434,8529.465346534653,6978.653465346534,7603.539603960397,,,,,,,,8280.227722772277,924.3707044852312,8210.201202263082,1235.8993016250458,7777.645071028842,1140.5212242077066,7777.645071028842,1140.5212242077066,7777.645071028842,1140.5212242077066,7777.645071028842,1140.5212242077066,7777.645071028842,1140.5212242077066,7777.645071028842,1140.5212242077066,7777.645071028842,1140.5212242077066,0.45833333333333326,3198.5495049504943,,,,,,,,2016-11-30
2016,12,4,5,52,1,11534.163366336634,10177.202970297029,8529.465346534653,8044.836633663367,8238.688118811882,6978.653465346534,10901.460396039603,10080.277227722772,1504.692160287503,9078.711221122112,1455.3930914090467,8157.916666666667,1402.0516358397388,1356.9603960396053,632.7029702970303,0.13333333333333353,0.05803836800864648,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,31,366,0,1,0,1,5,0.017213356155833904,0.9998518392091162,-0.9749279121818236,-0.2225209339563146,10177.202970297029,7269.4306930693065,8061.584158415841,,,,,,,,8889.475247524753,1419.7931720351778,8458.242574257425,1519.6686435440593,7934.166666666667,1353.5911020955125,7934.166666666667,1353.5911020955125,7934.166666666667,1353.5911020955125,7934.166666666667,1353.5911020955125,7934.166666666667,1353.5911020955125,7934.166666666667,1353.5911020955125,7934.166666666667,1353.5911020955125,0.5866666666666669,4264.732673267327,,,,,,,,2016-12-31
2017,1,1,1,5,0,7429.9009900990095,11534.163366336634,10177.202970297029,8529.465346534653,8044.836633663367,7269.4306930693065,7269.4306930693065,9713.755775577558,2091.0116905388036,8992.376237623763,1548.2886467242247,8171.289191419141,1393.5464989534537,-4104.262376237624,160.47029702970303,-0.355835290855706,0.022074671842279958,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,31,31,0,1,0,0,5,0.5086709438521044,0.8609610158889943,0.7818314824680298,0.6234898018587336,11534.163366336634,7754.059405940594,9618.935643564357,,,,,,,,8843.166902404526,1467.4838186485224,8301.882956152758,1503.5882110768864,7913.9960396039605,1328.923696174856,7913.9960396039605,1328.923696174856,7913.9960396039605,1328.923696174856,7913.9960396039605,1328.923696174856,7913.9960396039605,1328.923696174856,7913.9960396039605,1328.923696174856,7913.9960396039605,1328.923696174856,-0.04180499514786251,-324.15841584158443,,,,,,,,2017-01-31
2017,2,1,1,9,0,6736.443564356436,7429.9009900990095,11534.163366336634,10177.202970297029,8529.465346534653,7754.059405940594,6590.950495049506,8566.835973597359,2593.066657859961,8742.002145214521,1796.1654710440253,8183.413613861386,1379.1050408614049,-693.4574257425738,145.49306930693,-0.09333333333333327,0.022074671842279958,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,28,59,0,1,0,0,4,0.8498170915275278,0.5270777086423722,0.7818314824680298,0.6234898018587336,7429.9009900990095,7947.910891089109,10901.460396039603,,,,,,,,8670.100141442716,1650.6659120388808,8004.381753889675,1354.3039006444299,7868.705559786748,1322.3950163467593,7868.705559786748,1322.3950163467593,7868.705559786748,1322.3950163467593,7868.705559786748,1322.3950163467593,7868.705559786748,1322.3950163467593,7868.705559786748,1322.3950163467593,7868.705559786748,1322.3950163467593,-0.15242588188688977,-1211.4673267326734,,,,,,,,2017-02-28
2017,3,1,4,13,0,7727.09702970297,6736.443564356436,7429.9009900990095,11534.163366336634,10177.202970297029,7947.910891089109,7560.207920792079,7297.813861386138,508.36387487653616,8689.045544554454,1825.279059789398,8197.32103960396,1373.0773778844132,990.6534653465342,166.88910891089108,0.1470588235294117,0.022074671842279958,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,31,90,0,1,0,1,5,0.9997685019798909,0.021516097436222254,-0.433883739117558,-0.9009688679024191,6736.443564356436,8238.688118811882,7269.4306930693065,,,,,,,,8597.015700141443,1683.9406613437561,8037.072206506365,1340.6536911775445,7863.460799413275,1297.0013456261036,7863.460799413275,1297.0013456261036,7863.460799413275,1297.0013456261036,7863.460799413275,1297.0013456261036,7863.460799413275,1297.0013456261036,7863.460799413275,1297.0013456261036,7863.460799413275,1297.0013456261036,-0.06209618348590795,-511.59108910891246,,,,,,,,2017-03-31
2017,4,2,6,17,1,7132.704950495049,7727.09702970297,6736.443564356436,7429.9009900990095,11534.163366336634,8238.688118811882,6978.653465346534,7198.748514851485,498.6179764062416,8456.252145214521,1935.4478466229998,8210.158663366337,1361.3173916158632,-594.3920792079207,154.05148514851498,-0.07692307692307687,0.022074671842279958,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,30,120,0,1,0,0,5,0.8800122039735357,-0.47495107206704995,-0.7818314824680299,0.6234898018587334,7727.09702970297,8044.836633663367,6590.950495049506,,,,,,,,8466.71117397454,1767.0307613271002,8075.768953323904,1302.9914737923577,7837.362376237624,1280.2265032494006,7837.362376237624,1280.2265032494006,7837.362376237624,1280.2265032494006,7837.362376237624,1280.2265032494006,7837.362376237624,1280.2265032494006,7837.362376237624,1280.2265032494006,7837.362376237624,1280.2265032494006,-0.11338100755850422,-912.131683168318,,,,,,,,2017-04-30
2017,5,2,2,22,0,7429.9009900990095,7132.704950495049,7727.09702970297,6736.443564356436,7429.9009900990095,8044.836633663367,7269.4306930693065,7429.9009900990095,297.196039603968,7998.368481848184,1764.2886436848228,8223.531188118812,1351.9925523412508,297.19603960396034,160.47029702970303,0.04166666666666674,0.022074671842279958,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,31,151,0,1,0,0,5,0.5160623910158528,-0.8565509959010036,0.9749279121818236,-0.22252093395631434,7132.704950495049,8529.465346534653,7560.207920792079,,6870.668316831683,,,,,,8309.630551626591,1808.8994484055377,8066.461315417256,1307.415464189086,7823.311983612154,1259.4323704201329,7857.334971711456,1268.8988422241955,7823.311983612154,1259.4323704201329,7823.311983612154,1259.4323704201329,7823.311983612154,1259.4323704201329,7823.311983612154,1259.4323704201329,7823.311983612154,1259.4323704201329,-0.1289136319526023,-1099.5643564356433,,,,,,,,2017-05-31
2017,6,2,4,26,0,7925.227722772277,7429.9009900990095,7132.704950495049,7727.09702970297,6736.443564356436,8529.465346534653,7754.059405940594,7495.944554455445,400.36783142402606,7396.879207920792,423.40054717523793,8237.795214521453,1347.4845970188603,495.32673267326754,171.16831683168311,0.06666666666666665,0.022074671842279958,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,30,181,0,1,0,1,5,0.02581844022713308,-0.9996666485105112,-0.433883739117558,-0.9009688679024191,7429.9009900990095,10177.202970297029,6978.653465346534,,6229.40594059406,,,,,,7987.919801980199,1610.8050491104061,8134.073762376238,1270.795582280066,7826.7091749174915,1237.667406568302,7917.90003536068,1228.1356584445207,7826.7091749174915,1237.667406568302,7826.7091749174915,1237.667406568302,7826.7091749174915,1237.667406568302,7826.7091749174915,1237.667406568302,7826.7091749174915,1237.667406568302,-0.22127644050111994,-2251.9752475247515,,,,,,,,2017-06-30
